Cust_ID,Target, Age ,Gender, Balance ,Occupation,No_OF_CR_TXNS,AGE_BKT
C12078,0,28,M,43868.67,PROF,10,26-30
C12079,0,27,M,48221.38,SAL,8,26-30
C12080,0,30,M,41491.73,SAL,42,26-30
C12081,0,26,M,28982.51,PROF,17,26-30
C12082,0,27,M,45480.63,PROF,3,26-30
C12083,0,28,M,59142.19,SAL,41,26-30
C12084,0,28,M,24342.87,SAL,6,26-30
C12085,0,28,M,23840.81,SAL,34,26-30
C12086,0,33,M,24348.09,SAL,29,31-35
C12087,0,53,M,13268.07,SAL,9,>50
C12088,0,34,M,58670.51,SELF-EMP,11,31-35
C12089,0,36,M,103649.97,SELF-EMP,34,36-40
C12090,0,35,M,982.83,SAL,44,31-35
C12091,0,38,M,13471.37,SAL,20,36-40
C12092,0,36,M,42987.05,SAL,44,36-40
C12093,0,42,M,23044.04,SAL,1,41-45
C12094,0,45,M,432624.36,PROF,25,41-45
C12095,0,24,M,175824.64,SAL,2,<25
C12096,0,51,M,280198.02,PROF,41,>50
C12097,0,34,M,96206.12,PROF,48,31-35
C12098,0,38,M,255159.83,PROF,2,36-40
C12099,0,32,M,149447.75,PROF,2,31-35
C12100,0,34,M,23999.73,PROF,4,31-35
C12101,0,26,M,66451.03,PROF,2,26-30
C12102,0,47,M,219788.78,PROF,15,46-50
C12103,0,43,M,24119.06,PROF,45,41-45
C12104,0,26,M,2410.43,SAL,35,26-30
C12105,0,55,M,49388.97,PROF,37,>50
C12106,0,24,M,392252.72,SELF-EMP,7,<25
C12107,0,24,M,58801.71,SAL,16,<25
C12108,0,47,M,21221.84,PROF,1,46-50
C12109,0,43,M,400880.39,PROF,19,41-45
C12110,0,42,M,95326.91,PROF,29,41-45
C12111,0,33,M,29959.84,SAL,49,31-35
C12112,0,30,M,82629.35,PROF,34,26-30
C12113,0,29,M,324581.11,SAL,0,26-30
C12114,0,40,M,347862.07,SELF-EMP,24,36-40
C12115,0,32,M,77936.82,SAL,46,31-35
C12116,0,39,M,135647.81,SAL,7,36-40
C12117,0,37,M,27130.29,PROF,17,36-40
C12118,0,34,M,241667.33,SAL,13,31-35
C12119,0,27,M,137357.96,PROF,27,26-30
C12120,0,54,M,196573.66,SAL,40,>50
C12121,0,24,M,89871.8,PROF,19,<25
C12122,0,32,M,19216.45,PROF,45,31-35
C12123,0,39,M,8161.86,PROF,1,36-40
C12124,0,39,M,2385.85,SAL,16,36-40
C12125,0,22,M,23813.59,SAL,11,<25
C12126,0,29,M,37641,PROF,32,26-30
C12127,0,29,M,157631.6,SAL,27,26-30
C12128,0,46,M,28923.53,PROF,3,46-50
C12129,0,37,M,18688.55,SAL,42,36-40
C12130,0,40,M,113170.84,PROF,50,36-40
C12131,0,40,M,307911.42,PROF,21,36-40
C12132,0,29,M,246343.2,PROF,38,26-30
C12133,0,51,M,12042.46,SAL,32,>50
C12134,0,54,M,66606.69,SAL,25,>50
C12135,0,45,M,26938.87,SAL,22,41-45
C12136,0,32,M,45881.22,SAL,42,31-35
C12137,0,44,M,326649.69,SAL,21,41-45
C12138,0,30,M,292959.18,SAL,44,26-30
C12139,0,45,M,135581.31,SAL,23,41-45
C12140,0,26,M,667833.64,SAL,1,26-30
C12141,0,36,M,232155.39,PROF,11,36-40
C12142,0,39,M,221552.89,PROF,13,36-40
C12143,0,30,M,12420.1,SAL,25,26-30
C12144,0,55,M,185502.51,SAL,36,>50
C12145,0,43,M,29328.4,PROF,33,41-45
C12146,0,22,M,105399.95,SAL,42,<25
C12147,0,28,M,656869.44,PROF,33,26-30
C12148,0,44,M,60667.41,SAL,8,41-45
C12149,0,50,M,172795.76,PROF,46,46-50
C12150,0,35,M,393412.71,PROF,10,31-35
C12151,0,31,M,38936.28,SAL,11,31-35
C12152,0,39,M,770949.78,SAL,25,36-40
C12153,0,38,M,130398.08,SAL,29,36-40
C12154,0,28,M,1526.6,PROF,49,26-30
C12155,0,25,M,48456.96,PROF,1,<25
C12156,0,34,M,23673.81,PROF,26,31-35
C12157,0,52,M,63206.4,SAL,43,>50
C12158,0,43,M,297634.4,PROF,44,41-45
C12159,0,41,M,29385.14,PROF,25,41-45
C12160,0,52,M,85196.35,PROF,11,>50
C12161,0,28,M,17429.27,PROF,47,26-30
C12162,0,31,M,69441.97,SAL,16,31-35
C12163,0,38,M,36837.11,PROF,0,36-40
C12164,0,51,M,100168.48,PROF,35,>50
C12165,0,43,M,77616.44,PROF,27,41-45
C12166,0,38,M,124571.81,SAL,32,36-40
C12167,0,51,M,163243.21,PROF,6,>50
C12168,0,36,M,0,SAL,26,36-40
C12169,0,49,M,123414.68,SAL,13,46-50
C12170,0,54,M,63661.76,SAL,45,>50
C12171,0,41,M,76995.42,SAL,3,41-45
C12172,0,42,M,13740.87,PROF,26,41-45
C12173,0,54,M,6215.93,SAL,24,>50
C12174,0,44,M,108601.91,SAL,0,41-45
C12175,0,54,M,66858.44,SAL,1,>50
C12176,0,55,M,261261.34,SAL,10,>50
C12177,0,29,M,308625.46,SAL,40,26-30
C12178,0,32,M,8177.85,SAL,39,31-35
C12179,0,33,M,2827.47,SAL,22,31-35
C12180,0,48,M,0,SAL,50,46-50
C12181,0,27,M,62479.09,SAL,7,26-30
C12182,0,29,M,234568.45,SAL,33,26-30
C12183,0,42,M,225675.69,SAL,33,41-45
C12184,0,32,M,335171.55,SAL,23,31-35
C12185,0,52,M,326669.37,SAL,34,>50
C12186,0,39,M,560365.11,SAL,20,36-40
C12187,0,52,M,9651.01,SAL,29,>50
C12188,0,53,M,15058.09,SAL,18,>50
C12189,0,29,M,159437.83,SAL,41,26-30
C12190,0,27,M,309023.06,SAL,28,26-30
C12191,0,37,M,30057.24,SAL,20,36-40
C12192,0,33,M,147139.28,SAL,33,31-35
C12193,0,29,M,221244.75,SAL,35,26-30
C12194,0,25,M,0,SELF-EMP,43,<25
C12195,0,48,M,5405.8,SAL,45,46-50
C12196,0,26,M,16045.48,SAL,11,26-30
C12197,0,52,M,135366.63,SAL,17,>50
C12198,0,33,M,83476.6,SELF-EMP,47,31-35
C12199,0,36,M,80999.28,SAL,48,36-40
C12200,0,52,M,21426.05,SAL,10,>50
C12201,0,52,M,17591.77,SAL,36,>50
C12202,0,41,M,30104.27,SAL,49,41-45
C12203,0,26,M,36649.97,SELF-EMP,30,26-30
C12204,0,43,M,19724.82,SAL,23,41-45
C12205,0,36,M,9422.2,SAL,47,36-40
C12206,0,33,M,13634.47,SAL,33,31-35
C12207,0,51,M,180227.45,SELF-EMP,8,>50
C12208,0,26,M,566737.29,SAL,26,26-30
C12209,0,27,M,27329.25,PROF,9,26-30
C12210,0,25,M,488263.24,SAL,4,<25
C12211,0,27,M,248688.55,PROF,12,26-30
C12212,0,29,M,192676.88,SAL,43,26-30
C12213,0,33,M,6869.45,SELF-EMP,9,31-35
C12214,0,52,M,28269.16,SELF-EMP,36,>50
C12215,0,54,M,180051.61,SAL,5,>50
C12216,0,49,M,680060.99,SAL,36,46-50
C12217,0,52,M,24130.95,SAL,40,>50
C12218,0,47,M,557.15,SAL,25,46-50
C12219,0,54,M,40150.26,SELF-EMP,18,>50
C12220,0,44,M,337037.24,SELF-EMP,38,41-45
C12221,0,33,M,71586.47,SAL,14,31-35
C12222,0,24,M,294294.48,SAL,9,<25
C12223,0,49,M,1743.93,SELF-EMP,11,46-50
C12224,0,41,M,17359.79,SELF-EMP,37,41-45
C12225,0,37,M,58031.65,SELF-EMP,8,36-40
C12226,0,41,M,516197.79,SELF-EMP,18,41-45
C12227,0,36,M,49202.94,SAL,19,36-40
C12228,0,37,M,91548.99,SAL,34,36-40
C12229,0,43,M,17971.2,SAL,39,41-45
C12230,0,36,M,88465.52,SAL,47,36-40
C12231,0,55,M,100096.57,SAL,25,>50
C12232,0,49,M,62975.86,SELF-EMP,25,46-50
C12233,0,50,M,78556.77,SAL,33,46-50
C12234,0,55,M,144476.17,PROF,14,>50
C12235,0,26,M,89783.88,SAL,41,26-30
C12236,0,53,M,119225.95,SAL,21,>50
C12237,0,33,M,31149.37,SAL,41,31-35
C12238,0,53,M,153965.09,SAL,24,>50
C12239,0,55,M,11552,SAL,23,>50
C12240,0,50,M,177821.22,SELF-EMP,6,46-50
C12241,0,52,M,117288.96,SAL,17,>50
C12242,0,53,M,167876.73,,9,>50
C12243,0,37,M,6164.7,SELF-EMP,10,36-40
C12244,0,46,M,7701.49,SAL,18,46-50
C12245,0,46,M,193520.3,SELF-EMP,10,46-50
C12246,0,52,M,8989.65,PROF,20,>50
C12247,0,41,M,170559.56,SELF-EMP,11,41-45
C12248,0,45,M,8209.23,,12,41-45
C12249,0,32,M,186245.79,PROF,14,31-35
C12250,0,49,M,337737.42,,12,46-50
C12251,0,51,M,18191.86,,2,>50
C12252,0,53,M,14788.93,,7,>50
C12253,0,50,M,58581.04,SELF-EMP,1,46-50
C12254,0,52,M,17892.85,,7,>50
C12255,0,26,M,12339.33,PROF,6,26-30
C12256,0,39,M,149359.43,,9,36-40
C12257,0,39,M,215789.08,,2,36-40
C12258,0,50,M,33218.29,SELF-EMP,15,46-50
C12259,0,38,M,29765.64,SAL,12,36-40
C12260,0,26,M,405483.53,SAL,3,26-30
C12261,0,27,M,334081.36,SAL,2,26-30
C12262,0,38,M,202021.91,PROF,17,36-40
C12263,0,33,M,0,SELF-EMP,6,31-35
C12264,0,33,M,27354.09,SAL,18,31-35
C12265,0,33,M,196959.81,SAL,13,31-35
C12266,0,25,M,338823.24,SAL,13,<25
C12267,0,54,M,44241.57,SAL,12,>50
C12268,0,37,M,228455.03,SELF-EMP,11,36-40
C12269,0,32,M,202741.05,SAL,20,31-35
C12270,0,51,M,46848.27,SELF-EMP,11,>50
C12271,0,28,M,129008.62,SAL,19,26-30
C12272,0,28,M,217830.6,SAL,2,26-30
C12273,0,28,M,417613.61,SAL,13,26-30
C12274,0,44,M,69636.74,SELF-EMP,4,41-45
C12275,0,32,M,94717.05,SELF-EMP,17,31-35
C12276,0,32,M,50014.04,SAL,0,31-35
C12277,0,33,M,328373.17,SAL,3,31-35
C12278,0,45,M,66449.43,SAL,14,41-45
C12279,0,27,M,10793.19,SELF-EMP,3,26-30
C12280,0,46,M,45131.33,SELF-EMP,5,46-50
C12281,0,31,M,48183.1,SELF-EMP,14,31-35
C12282,0,51,M,309489.22,SAL,19,>50
C12283,0,53,M,320182.51,SAL,4,>50
C12284,0,27,M,65491.52,SAL,0,26-30
C12285,0,33,M,3580.86,PROF,6,31-35
C12286,0,37,M,33457.13,PROF,13,36-40
C12287,0,35,M,61089.89,PROF,20,31-35
C12288,0,52,M,603.25,PROF,8,>50
C12289,0,54,M,41843.48,PROF,13,>50
C12290,0,37,M,51602.06,PROF,2,36-40
C12291,0,29,M,263386.35,PROF,15,26-30
C12292,0,29,M,331001.38,SAL,19,26-30
C12293,0,52,M,121242.46,SAL,18,>50
C12294,0,37,M,51093.45,PROF,1,36-40
C12295,0,41,M,6999.9,PROF,14,41-45
C12296,0,38,M,103757.98,PROF,19,36-40
C12297,0,46,M,57831.62,PROF,18,46-50
C12298,0,45,M,101887.65,SAL,17,41-45
C12299,0,48,M,184949.26,PROF,6,46-50
C12300,0,44,M,583802.02,PROF,11,41-45
C12301,0,27,M,210812.54,PROF,20,26-30
C12302,0,44,M,64277.78,SAL,20,41-45
C12303,0,32,M,144536.18,SAL,9,31-35
C12304,0,47,M,62221.92,SAL,12,46-50
C12305,0,32,M,379585.58,PROF,20,31-35
C12306,0,53,M,137804.98,SAL,8,>50
C12307,0,45,M,57290.2,PROF,15,41-45
C12308,0,49,M,12648.67,PROF,4,46-50
C12309,0,35,M,253667.73,PROF,0,31-35
C12310,0,33,M,80995.09,PROF,16,31-35
C12311,0,34,M,91553.47,PROF,15,31-35
C12312,0,55,M,26337.25,PROF,16,>50
C12313,0,51,M,56811.55,PROF,10,>50
C12314,0,32,M,15603.42,PROF,13,31-35
C12315,0,42,M,96579.57,SAL,20,41-45
C12316,0,32,M,344448.72,SAL,5,31-35
C12317,0,31,M,63674.25,SAL,10,31-35
C12318,0,40,M,256274.53,SAL,3,36-40
C12319,0,52,M,20452.35,PROF,8,>50
C12320,0,26,M,331493.74,PROF,8,26-30
C12321,0,33,M,59618.88,PROF,17,31-35
C12322,0,30,M,10656.92,SAL,10,26-30
C12323,0,53,M,88478.3,PROF,10,>50
C12324,0,29,M,22918.04,PROF,5,26-30
C12325,0,40,M,538773.61,SAL,8,36-40
C12326,0,27,M,82340.38,PROF,5,26-30
C12327,0,30,M,304960.91,SAL,17,26-30
C12328,0,44,M,14584.75,PROF,7,41-45
C12329,0,42,M,148078.24,PROF,15,41-45
C12330,0,43,M,30150.28,PROF,6,41-45
C12331,0,41,M,14157.17,PROF,0,41-45
C12332,0,49,M,13043.15,PROF,11,46-50
C12333,0,54,M,4172.43,SAL,2,>50
C12334,0,28,M,98508.05,PROF,9,26-30
C12335,0,33,M,349352.2,PROF,17,31-35
C12336,0,55,M,92219.61,SAL,12,>50
C12337,0,29,M,97533.65,SAL,11,26-30
C12338,0,34,M,41599.59,SAL,11,31-35
C12339,0,53,M,22429.56,SAL,3,>50
C12340,0,54,M,18135.51,SAL,12,>50
C12341,0,55,M,25854.3,SAL,11,>50
C12342,0,43,M,296832.95,SELF-EMP,16,41-45
C12343,0,55,M,28638.27,SAL,19,>50
C12344,0,36,M,45401.8,SAL,16,36-40
C12345,0,41,M,42082.75,SELF-EMP,12,41-45
C12346,0,34,M,9177.95,SELF-EMP,3,31-35
C12347,0,35,M,2500.1,SELF-EMP,13,31-35
C12348,0,38,M,42407.19,SELF-EMP,19,36-40
C12349,0,25,M,7732.52,SELF-EMP,13,<25
C12350,0,42,M,258623.16,SELF-EMP,18,41-45
C12351,0,26,M,70913.14,SELF-EMP,18,26-30
C12352,0,55,M,23891.24,SELF-EMP,14,>50
C12353,0,55,M,327892.53,SELF-EMP,19,>50
C12354,0,40,M,330330.67,SELF-EMP,12,36-40
C12355,0,50,M,291992.92,PROF,11,46-50
C12356,0,37,M,116743.4,SELF-EMP,11,36-40
C12357,0,35,M,65071.47,SELF-EMP,16,31-35
C12358,0,37,M,106063.09,SELF-EMP,5,36-40
C12359,0,32,M,72033.22,SELF-EMP,12,31-35
C12360,0,35,M,32234.32,SAL,20,31-35
C12361,0,41,M,327725.39,SELF-EMP,14,41-45
C12362,0,29,M,638601.01,SELF-EMP,5,26-30
C12363,0,35,M,256486.72,SELF-EMP,18,31-35
C12364,0,46,M,30914.7,SELF-EMP,20,46-50
C12365,0,34,M,39005.63,SELF-EMP,18,31-35
C12366,0,53,M,43867.88,SELF-EMP,10,>50
C12367,0,33,M,73746.09,SELF-EMP,13,31-35
C12368,0,33,M,309830.72,SELF-EMP,9,31-35
C12369,0,44,M,136301.41,PROF,7,41-45
C12370,0,26,M,8547.94,SELF-EMP,18,26-30
C12371,0,34,M,194153.9,SELF-EMP,13,31-35
C12372,0,38,M,138650.31,SAL,20,36-40
C12373,0,22,M,88240.97,SELF-EMP,8,<25
C12374,0,29,M,78782.92,SELF-EMP,18,26-30
C12375,0,26,M,41999,SELF-EMP,11,26-30
C12376,0,34,M,65432.96,SELF-EMP,7,31-35
C12377,0,35,M,717621.89,SELF-EMP,4,31-35
C12378,0,23,M,66572.47,SELF-EMP,17,<25
C12379,0,47,M,147491.24,SELF-EMP,5,46-50
C12380,0,41,M,97896.51,SELF-EMP,11,41-45
C12381,0,51,M,367687.5,SELF-EMP,10,>50
C12382,0,43,M,82883.33,SAL,6,41-45
C12383,0,52,M,341989.99,PROF,4,>50
C12384,0,31,M,878550.06,PROF,11,31-35
C12385,0,55,M,139590.02,SAL,10,>50
C12386,0,43,M,55784.39,SAL,17,41-45
C12387,0,44,M,188915.47,SAL,14,41-45
C12388,0,38,M,169052.77,SELF-EMP,16,36-40
C12389,0,26,M,260271.96,SAL,16,26-30
C12390,0,55,M,347855.99,SAL,4,>50
C12391,0,28,M,67309.4,PROF,10,26-30
C12392,0,33,M,234276.81,SELF-EMP,6,31-35
C12393,0,26,M,270959.19,PROF,8,26-30
C12394,0,44,M,100430.34,PROF,4,41-45
C12395,0,43,M,9747.05,PROF,10,41-45
C12396,0,51,M,119026.8,SAL,5,>50
C12397,0,37,M,53023.84,SAL,18,36-40
C12398,0,42,M,45829.12,SELF-EMP,2,41-45
C12399,0,34,M,39868.52,SAL,2,31-35
C12400,0,35,M,139673.12,SAL,2,31-35
C12401,0,36,M,27234.31,SAL,13,36-40
C12402,0,39,M,48165.26,SAL,5,36-40
C12403,0,54,M,39380.72,SAL,3,>50
C12404,0,46,M,139870.18,SAL,1,46-50
C12405,0,43,M,25696.22,SAL,0,41-45
C12406,0,24,M,19314.6,SELF-EMP,15,<25
C12407,0,53,M,12812.21,PROF,12,>50
C12408,0,32,M,17031.76,SAL,2,31-35
C12409,0,48,M,90660.06,SAL,17,46-50
C12410,0,46,M,319404.38,SAL,6,46-50
C12411,0,42,M,0,SAL,19,41-45
C12412,0,27,M,76795.69,SAL,16,26-30
C12413,0,43,M,2651.22,SAL,13,41-45
C12414,0,29,M,198775.64,SAL,11,26-30
C12415,0,43,M,382997.13,SAL,3,41-45
C12416,0,32,M,73762.71,SAL,7,31-35
C12417,0,29,M,69944.1,SAL,0,26-30
C12418,0,35,M,251553.27,SAL,13,31-35
C12419,0,27,M,34758.71,SELF-EMP,17,26-30
C12420,0,36,M,435341.5,PROF,17,36-40
C12421,0,37,M,34137.96,SAL,9,36-40
C12422,0,40,M,9505.21,SAL,3,36-40
C12423,0,30,M,158275.18,SAL,10,26-30
C12424,0,30,M,13852.75,SAL,15,26-30
C12425,0,54,M,57690.75,SAL,20,>50
C12426,0,42,M,85303.9,SAL,15,41-45
C12427,0,41,M,57053.9,SAL,10,41-45
C12428,0,31,M,46466.83,SAL,8,31-35
C12429,0,35,M,38574.54,SAL,7,31-35
C12430,0,35,M,234199.27,SAL,16,31-35
C12431,0,48,M,342855.33,SAL,18,46-50
C12432,0,45,M,348269.9,SAL,11,41-45
C12433,0,34,M,927265.41,SAL,12,31-35
C12434,0,30,M,206007.6,SAL,6,26-30
C12435,0,26,M,497035.18,SAL,9,26-30
C12436,0,31,M,700421.59,SAL,2,31-35
C12437,0,24,M,740379.52,PROF,10,<25
C12438,0,33,M,137261.08,SAL,19,31-35
C12439,0,25,M,433572.6,SAL,7,<25
C12440,0,30,M,381439.94,SAL,10,26-30
C12441,0,44,M,318078.09,SAL,4,41-45
C12442,0,32,M,536593.79,PROF,9,31-35
C12443,0,32,M,37318.9,SAL,9,31-35
C12444,0,36,M,285746.46,SELF-EMP,18,36-40
C12445,0,35,M,150504.42,SELF-EMP,17,31-35
C12446,0,39,M,102472.59,SAL,3,36-40
C12447,0,47,M,8894.33,SAL,13,46-50
C12448,0,35,M,450131.5,SELF-EMP,13,31-35
C12449,0,44,M,218043.63,SAL,15,41-45
C12450,0,29,M,403396.4,SAL,3,26-30
C12451,0,33,M,97686.76,SELF-EMP,19,31-35
C12452,0,36,M,8124.03,SAL,1,36-40
C12453,0,36,M,15238.8,PROF,10,36-40
C12454,0,55,M,482280.37,SAL,10,>50
C12455,0,55,M,153964.52,SAL,9,>50
C12456,0,26,M,322380.94,SELF-EMP,14,26-30
C12457,0,55,M,48155.75,SAL,11,>50
C12458,0,37,M,14131.63,PROF,19,36-40
C12459,0,52,M,54692.32,SAL,11,>50
C12460,0,52,M,60167.68,SAL,7,>50
C12461,0,44,M,180727.56,SAL,9,41-45
C12462,0,37,M,167035.06,SELF-EMP,18,36-40
C12463,0,43,M,146775.21,SAL,5,41-45
C12464,0,37,M,37573.53,SAL,2,36-40
C12465,0,26,M,184521.43,PROF,12,26-30
C12466,0,30,M,201680.54,PROF,17,26-30
C12467,0,32,M,665483.43,SAL,10,31-35
C12468,0,23,M,370783.97,SAL,5,<25
C12469,0,25,M,411698.8,SAL,12,<25
C12470,0,27,M,23739.41,SELF-EMP,11,26-30
C12471,0,27,M,323367.75,SAL,18,26-30
C12472,0,26,M,625942.51,SELF-EMP,17,26-30
C12473,0,24,M,49158.1,SAL,4,<25
C12474,0,21,M,47561.59,SAL,15,<25
C12475,0,22,M,21311.92,PROF,10,<25
C12476,0,23,M,160903.23,SAL,17,<25
C12477,0,27,M,239930.85,SAL,20,26-30
C12478,0,24,M,247492.39,SAL,18,<25
C12479,0,21,M,148834.15,SAL,4,<25
C12480,0,30,M,42378.79,SAL,5,26-30
C12481,0,29,M,38509.84,SAL,15,26-30
C12482,0,21,M,60711.11,SAL,9,<25
C12483,0,33,M,324384.07,SAL,9,31-35
C12484,0,55,M,300018.16,SAL,4,>50
C12485,0,49,M,181568.21,SAL,4,46-50
C12486,0,35,M,13858.42,SAL,18,31-35
C12487,0,53,M,92096.25,SAL,16,>50
C12488,0,53,M,28285.16,SAL,15,>50
C12489,0,53,M,142304.73,SAL,3,>50
C12490,0,53,M,111590.62,SAL,18,>50
C12491,0,31,M,200706.8,SAL,14,31-35
C12492,0,44,M,119064.86,SAL,16,41-45
C12493,0,54,M,290683.28,SAL,18,>50
C12494,0,51,M,123536.69,SAL,12,>50
C12495,0,23,M,224429.39,PROF,17,<25
C12496,0,47,M,67547.2,SAL,20,46-50
C12497,0,53,M,536.6,SAL,9,>50
C12498,0,44,M,55179.62,PROF,18,41-45
C12499,0,54,M,338678.25,SAL,19,>50
C12500,0,34,M,502431.72,SAL,6,31-35
C12501,0,47,M,230067.74,SAL,13,46-50
C12502,0,37,M,388247.82,SELF-EMP,10,36-40
C12503,0,40,M,17668.7,SAL,12,36-40
C12504,0,50,M,352058.18,SAL,12,46-50
C12505,0,32,M,56205.25,SAL,14,31-35
C12506,0,41,M,22572.4,SAL,3,41-45
C12507,0,54,M,402336.5,PROF,18,>50
C12508,0,54,M,323527.85,SAL,20,>50
C12509,0,52,M,23879.13,SAL,8,>50
C12510,0,34,M,10970.17,PROF,5,31-35
C12511,0,29,M,77330.01,SAL,8,26-30
C12512,0,42,M,97112.61,SAL,2,41-45
C12513,0,28,M,186250.26,PROF,14,26-30
C12514,0,26,M,692717.29,PROF,1,26-30
C12515,0,28,M,140206.15,SAL,12,26-30
C12516,0,47,M,36198.28,SAL,19,46-50
C12517,0,47,M,177575.37,SAL,18,46-50
C12518,0,49,M,148577.05,SAL,12,46-50
C12519,0,25,M,44795.72,SAL,10,<25
C12520,0,45,M,280748.57,SAL,11,41-45
C12521,0,21,M,325959.29,PROF,12,<25
C12522,0,26,M,667607.13,PROF,5,26-30
C12523,0,38,M,56864.48,PROF,4,36-40
C12524,0,45,M,16355.76,SELF-EMP,0,41-45
C12525,0,37,M,14941.09,SAL,20,36-40
C12526,0,30,M,53776.62,SAL,5,26-30
C12527,0,39,M,111363.43,SAL,4,36-40
C12528,0,31,M,20022.25,PROF,17,31-35
C12529,0,31,M,10259.01,SELF-EMP,8,31-35
C12530,0,54,M,207528.64,PROF,4,>50
C12531,0,51,M,25797.28,SAL,4,>50
C12532,0,51,M,106738.51,SAL,10,>50
C12533,0,25,M,31554.48,SAL,14,<25
C12534,0,49,M,86002.73,SAL,18,46-50
C12535,0,31,M,28694.94,PROF,8,31-35
C12536,0,42,M,222556.91,SAL,0,41-45
C12537,0,35,M,30046.88,PROF,3,31-35
C12538,0,32,M,377175.31,SELF-EMP,13,31-35
C12539,0,34,M,48639.28,SAL,1,31-35
C12540,0,29,M,53539.82,SAL,2,26-30
C12541,0,41,M,467770.59,SAL,9,41-45
C12542,0,52,M,405489.6,SAL,17,>50
C12543,0,53,M,2833.14,SELF-EMP,18,>50
C12544,0,34,M,197280.95,SAL,5,31-35
C12545,0,33,M,19240.63,SAL,11,31-35
C12546,0,26,M,91612.12,PROF,12,26-30
C12547,0,42,M,100642.27,SAL,4,41-45
C12548,0,35,M,50283.22,SAL,12,31-35
C12549,0,55,M,149979.56,PROF,4,>50
C12550,0,30,M,45345.74,PROF,13,26-30
C12551,0,54,M,7500,SELF-EMP,18,>50
C12552,0,23,M,75611.81,SELF-EMP,16,<25
C12553,0,35,M,100429.46,SAL,0,31-35
C12554,0,41,M,2842.48,SAL,0,41-45
C12555,0,24,M,112116.29,SELF-EMP,6,<25
C12556,0,34,M,56536.18,SELF-EMP,4,31-35
C12557,0,45,M,55289.35,SELF-EMP,19,41-45
C12558,0,55,M,375637.82,SAL,4,>50
C12559,0,39,M,555433.86,PROF,13,36-40
C12560,0,37,M,7329.73,SAL,18,36-40
C12561,0,27,M,166776.92,SAL,15,26-30
C12562,0,40,M,20776.8,SELF-EMP,0,36-40
C12563,0,25,M,11732.24,SELF-EMP,14,<25
C12564,0,53,M,70437.22,SELF-EMP,16,>50
C12565,0,34,M,150892.89,SELF-EMP,0,31-35
C12566,0,49,M,64364.3,SAL,11,46-50
C12567,0,27,M,37940.44,PROF,20,26-30
C12568,0,52,M,41526.86,PROF,0,>50
C12569,0,54,M,294671.05,SAL,5,>50
C12570,0,22,M,189365.19,SAL,5,<25
C12571,0,34,M,439404.85,PROF,15,31-35
C12572,0,41,M,65459.01,SELF-EMP,7,41-45
C12573,0,34,M,382190.75,PROF,19,31-35
C12574,0,47,M,140974.13,SAL,0,46-50
C12575,0,47,M,46435.15,SAL,11,46-50
C12576,0,55,M,338506.27,SAL,0,>50
C12577,0,24,M,120687.76,SAL,9,<25
C12578,0,29,M,374042.99,SELF-EMP,19,26-30
C12579,0,32,M,166845.2,SAL,13,31-35
C12580,0,27,M,298923.77,PROF,15,26-30
C12581,0,25,M,169220.92,SELF-EMP,16,<25
C12582,0,37,M,145989.28,SAL,12,36-40
C12583,0,50,M,215631.35,PROF,4,46-50
C12584,0,25,M,172053.66,SAL,1,<25
C12585,0,36,M,34025.66,,8,36-40
C12586,0,41,M,21936.55,SELF-EMP,3,41-45
C12587,0,41,M,332442.45,PROF,19,41-45
C12588,0,43,M,35748.59,,15,41-45
C12589,0,27,M,326624.65,,6,26-30
C12590,0,28,M,70913.14,,16,26-30
C12591,0,36,M,21353.08,,14,36-40
C12592,0,44,M,156583.34,PROF,10,41-45
C12593,0,45,M,12678.21,,2,41-45
C12594,0,45,M,364393.64,,8,41-45
C12595,0,38,M,86785.65,PROF,3,36-40
C12596,0,22,M,179133.22,SELF-EMP,0,<25
C12597,0,25,M,347949.39,,16,<25
C12598,0,30,M,54660.44,SELF-EMP,8,26-30
C12599,0,55,M,74845.67,SELF-EMP,2,>50
C12600,0,40,M,383857.33,,6,36-40
C12601,0,30,M,2789.52,SELF-EMP,3,26-30
C12602,0,41,M,127084.23,SELF-EMP,12,41-45
C12603,0,38,M,16535.69,,6,36-40
C12604,0,51,M,358104.49,,3,>50
C12605,0,46,M,62918.9,,3,46-50
C12606,0,44,M,96024.46,PROF,12,41-45
C12607,0,27,M,107857.09,,10,26-30
C12608,0,53,M,354757.7,SELF-EMP,19,>50
C12609,0,37,M,96854.26,,19,36-40
C12610,0,27,M,144548.84,SELF-EMP,15,26-30
C12611,0,46,M,362621.67,,9,46-50
C12612,0,28,M,129676.39,,13,26-30
C12613,0,32,M,333848.88,,15,31-35
C12614,0,45,M,2519.34,,7,41-45
C12615,0,55,M,315324.29,SAL,15,>50
C12616,0,41,M,13766.06,,17,41-45
C12617,0,30,M,128962.98,,10,26-30
C12618,0,47,M,393286.32,,16,46-50
C12619,0,54,M,168993.45,,3,>50
C12620,0,43,M,41511.14,,6,41-45
C12621,0,47,M,50056.52,,15,46-50
C12622,0,30,M,43298.88,PROF,18,26-30
C12623,0,28,M,397035.39,PROF,6,26-30
C12624,0,37,M,349955.74,SELF-EMP,4,36-40
C12625,0,27,M,51935.39,,4,26-30
C12626,0,51,M,72943.9,PROF,7,>50
C12627,0,28,M,238169.22,,1,26-30
C12628,0,51,M,491995.21,,16,>50
C12629,0,36,M,346448.62,,16,36-40
