"Cust_ID","Target","Age","Gender","Balance","Occupation","No_OF_CR_TXNS","AGE_BKT","SCR","Holding_Period"
"C3324",0,43,"M",172674.26,"",3,"41-45",309,13
"C3325",0,43,"M",129177.45,"PROF",2,"41-45",407,21
"C3326",0,54,"M",151676.74,"PROF",4,">50",103,18
"C3327",0,36,"M",365954.96,"PROF",0,"36-40",492,13
"C3328",0,46,"M",8280.66,"PROF",17,"46-50",821,16
"C3329",0,30,"M",74024.52,"PROF",12,"26-30",888,28
"C333",0,48,"M",869611.58,"SAL",48,"46-50",429,10
"C3330",0,45,"M",213610.31,"",14,"41-45",615,23
"C3331",0,51,"M",16216.44,"PROF",13,">50",390,13
"C3332",0,28,"M",196070.2,"PROF",18,"26-30",585,16
"C3333",0,26,"M",282058.99,"",20,"26-30",355,27
"C3334",0,28,"M",185086.93,"",18,"26-30",988,5
"C3335",0,32,"M",436193.84,"",17,"31-35",226,21
"C3336",0,21,"M",116352.5,"",1,"<25",638,11
"C3337",0,21,"M",178870.89,"SAL",7,"<25",909,10
"C3338",0,39,"M",102450.66,"",1,"36-40",453,2
"C3339",0,33,"M",193097.25,"SELF-EMP",20,"31-35",856,25
"C334",0,38,"M",226789,"PROF",36,"36-40",571,18
"C3340",0,35,"M",106755.99,"",19,"31-35",779,30
"C3341",0,32,"M",78460.73,"",12,"31-35",567,22
"C3342",0,36,"M",10959.25,"SELF-EMP",9,"36-40",410,23
"C3343",0,36,"M",81228.36,"SELF-EMP",15,"36-40",614,19
"C3344",0,37,"M",21385.15,"SELF-EMP",10,"36-40",756,26
"C3345",0,38,"M",29615.19,"SELF-EMP",15,"36-40",290,26
"C3346",0,54,"M",50014.67,"SELF-EMP",3,">50",326,23
"C3347",0,32,"M",81706.88,"SELF-EMP",2,"31-35",209,20
"C3348",0,40,"M",69687.76,"SELF-EMP",2,"36-40",416,3
"C3349",0,24,"M",281832.75,"SELF-EMP",5,"<25",305,4
"C335",0,49,"M",967389.12,"PROF",15,"46-50",848,31
"C3350",0,55,"M",99501.92,"SELF-EMP",6,">50",971,20
"C3351",0,51,"M",942688.1,"SELF-EMP",1,">50",661,0
"C3352",0,30,"M",393848.43,"PROF",17,"26-30",422,11
"C3353",0,48,"M",23247.36,"SELF-EMP",6,"46-50",763,18
"C3354",0,46,"M",10619.31,"SELF-EMP",13,"46-50",474,27
"C3355",0,30,"M",120812.82,"SELF-EMP",5,"26-30",997,7
"C3356",0,44,"M",159476.98,"SELF-EMP",16,"41-45",949,28
"C3357",0,50,"M",111379.95,"",2,"46-50",285,26
"C3358",0,23,"M",278936.95,"SELF-EMP",7,"<25",514,7
"C3359",0,31,"M",147161.74,"SELF-EMP",9,"31-35",710,1
"C336",0,24,"M",226789,"PROF",40,"<25",512,25
"C3360",0,33,"M",41153.12,"SELF-EMP",19,"31-35",532,22
"C3361",0,33,"M",60156.99,"SELF-EMP",4,"31-35",786,20
"C3362",0,40,"M",101137.62,"SELF-EMP",20,"36-40",785,27
"C3363",0,35,"M",187919.49,"SELF-EMP",9,"31-35",648,19
"C3364",0,29,"M",397400.42,"SELF-EMP",2,"26-30",782,17
"C3365",0,38,"M",172360.86,"SELF-EMP",19,"36-40",748,10
"C3366",0,38,"M",243964.04,"PROF",1,"36-40",444,17
"C3367",0,50,"M",395394.13,"SELF-EMP",9,"46-50",444,28
"C3368",0,46,"M",30204.7,"SELF-EMP",16,"46-50",362,16
"C3369",0,47,"M",89924.34,"",9,"46-50",772,22
"C337",0,25,"M",486717.55,"PROF",13,"<25",263,1
"C3370",0,32,"M",6858.13,"SELF-EMP",10,"31-35",278,2
"C3371",0,33,"M",193493.25,"SELF-EMP",3,"31-35",935,22
"C3372",0,35,"M",41865.96,"SELF-EMP",0,"31-35",644,16
"C3373",0,53,"M",158320.17,"SELF-EMP",20,">50",531,17
"C3374",0,48,"M",32562.5,"SELF-EMP",11,"46-50",183,31
"C3375",0,27,"M",83690.94,"SELF-EMP",5,"26-30",311,21
"C3376",0,40,"M",204268.43,"SELF-EMP",3,"36-40",561,2
"C3377",0,36,"M",122159.39,"SELF-EMP",13,"36-40",940,3
"C3378",0,35,"M",45079.37,"SELF-EMP",7,"31-35",959,14
"C3379",0,44,"M",31483.26,"",10,"41-45",925,0
"C338",0,26,"M",226135.04,"PROF",15,"26-30",831,3
"C3380",0,30,"M",61551.8,"PROF",11,"26-30",659,26
"C3381",0,26,"M",443332.26,"PROF",8,"26-30",282,18
"C3382",0,26,"M",669581.36,"",10,"26-30",124,3
"C3383",0,26,"M",80279,"",7,"26-30",600,30
"C3384",0,52,"M",130953.62,"SAL",2,">50",486,8
"C3385",0,55,"M",159756.62,"SELF-EMP",17,">50",767,19
"C3386",0,50,"M",468326.2,"",16,"46-50",242,17
"C3387",0,48,"M",638879.08,"",12,"46-50",136,8
"C3388",0,47,"M",53284.31,"PROF",20,"46-50",980,1
"C3389",0,49,"M",0,"SELF-EMP",3,"46-50",155,17
"C339",0,40,"M",148816.72,"SAL",7,"36-40",781,31
"C3390",0,33,"M",48964.55,"PROF",4,"31-35",649,30
"C3391",0,31,"M",36177.44,"PROF",19,"31-35",646,9
"C3392",0,47,"M",177589.45,"PROF",10,"46-50",737,22
"C3393",0,25,"M",49460.55,"",19,"<25",947,4
"C3394",0,25,"M",317376.73,"",7,"<25",241,12
"C3395",0,47,"M",28971.86,"SELF-EMP",19,"46-50",203,18
"C3396",0,39,"M",78542.74,"",10,"36-40",643,3
"C3397",0,43,"M",45918.38,"",9,"41-45",520,12
"C3398",0,35,"M",45824.65,"",13,"31-35",573,5
"C3399",0,24,"M",95397.93,"",8,"<25",982,22
"C34",0,53,"O",44880.16,"SAL",35,">50",567,4
"C340",0,25,"M",736101.42,"PROF",33,"<25",670,9
"C3400",0,40,"M",9919.4,"",4,"36-40",770,10
"C3401",0,41,"M",82825.88,"",2,"41-45",173,23
"C3402",0,46,"M",32164.25,"",3,"46-50",329,28
"C3403",0,35,"M",48929.16,"SELF-EMP",9,"31-35",788,27
"C3404",0,34,"M",4770.72,"PROF",12,"31-35",284,27
"C3405",0,55,"M",100279.44,"",20,">50",314,28
"C3406",0,45,"M",347666.33,"",12,"41-45",780,19
"C3407",0,53,"M",254605.03,"SAL",15,">50",480,19
"C3408",0,39,"M",616855.95,"",0,"36-40",313,19
"C3409",0,26,"M",104041.22,"",17,"26-30",734,22
"C341",0,51,"M",83815.72,"PROF",27,">50",648,13
"C3410",0,41,"M",85477.15,"SAL",3,"41-45",255,29
"C3411",0,51,"M",116681.24,"SAL",11,">50",863,8
"C3412",0,55,"M",117176.56,"",9,">50",186,17
"C3413",0,27,"M",94579.62,"",18,"26-30",500,31
"C3414",0,34,"M",423561.11,"",7,"31-35",993,5
"C3415",0,54,"M",231219.47,"",14,">50",803,7
"C3416",0,26,"M",9156.68,"SELF-EMP",20,"26-30",323,13
"C3417",0,49,"M",46252.41,"PROF",0,"46-50",361,9
"C3418",0,49,"M",357645.27,"",8,"46-50",807,21
"C3419",0,35,"M",57630.79,"",16,"31-35",251,22
"C342",0,42,"M",48565.28,"SAL",8,"41-45",744,6
"C3420",0,55,"M",49559.72,"",13,">50",811,24
"C3421",0,36,"M",13780.61,"",16,"36-40",367,10
"C3422",0,32,"M",360616.96,"",17,"31-35",889,1
"C3423",0,23,"M",86421.42,"",7,"<25",664,30
"C3424",0,32,"M",53150.41,"",2,"31-35",485,5
"C3425",0,52,"M",486083.06,"",4,">50",645,1
"C3426",0,30,"M",47503.91,"",0,"26-30",645,5
"C3427",0,39,"M",5165.47,"SAL",8,"36-40",386,4
"C3428",0,45,"M",79743.64,"SAL",17,"41-45",922,27
"C3429",0,26,"M",243327.27,"SAL",5,"26-30",321,25
"C343",0,46,"M",157889.92,"SAL",45,"46-50",264,5
"C3430",0,23,"M",292271.38,"",12,"<25",292,0
"C3431",0,42,"M",331682.27,"",14,"41-45",216,24
"C3432",0,36,"M",44884.07,"",10,"36-40",684,22
"C3433",0,48,"M",181678.99,"",7,"46-50",734,4
"C3434",0,38,"M",9671.82,"PROF",12,"36-40",989,12
"C3435",0,55,"M",25312.61,"",4,">50",746,4
"C3436",0,29,"M",478163.23,"",9,"26-30",901,0
"C3437",0,25,"M",50628.37,"",11,"<25",650,6
"C3438",0,48,"M",72332.88,"",19,"46-50",231,29
"C3439",0,47,"M",17052.98,"PROF",20,"46-50",124,10
"C344",0,43,"M",32170,"SAL",42,"41-45",141,24
"C3440",0,52,"M",382313.13,"",5,">50",521,17
"C3441",0,52,"M",287158.26,"SELF-EMP",8,">50",494,5
"C3442",0,44,"M",157370.86,"SELF-EMP",0,"41-45",935,20
"C3443",0,32,"M",35890.57,"",12,"31-35",232,3
"C3444",0,39,"M",271638.56,"",12,"36-40",734,15
"C3445",0,54,"M",161643.89,"SELF-EMP",19,">50",460,27
"C3446",0,25,"M",95217.2,"",19,"<25",453,25
"C3447",0,25,"M",562128,"",6,"<25",895,8
"C3448",0,50,"M",41207.31,"SELF-EMP",19,"46-50",378,3
"C3449",0,50,"M",402186.25,"",5,"46-50",698,17
"C345",0,26,"M",10889.24,"SAL",16,"26-30",984,25
"C3450",0,35,"M",6961.66,"PROF",0,"31-35",122,4
"C3451",0,26,"M",445977.26,"",10,"26-30",131,14
"C3452",0,43,"M",213499.13,"",9,"41-45",881,19
"C3453",0,28,"M",26483.63,"SELF-EMP",5,"26-30",103,31
"C3454",0,30,"M",232918.2,"",4,"26-30",836,6
"C3455",0,40,"M",27125.53,"PROF",10,"36-40",946,10
"C3456",0,36,"M",129144.75,"",6,"36-40",600,22
"C3457",0,52,"M",326016.46,"",1,">50",472,26
"C3458",0,35,"M",13123.87,"",14,"31-35",513,15
"C3459",0,34,"M",152217.26,"SELF-EMP",12,"31-35",496,13
"C346",0,50,"M",31656.48,"SAL",41,"46-50",837,0
"C3460",0,30,"M",35896.8,"",3,"26-30",558,23
"C3461",0,26,"M",26571.56,"",19,"26-30",702,31
"C3462",0,26,"M",332386.27,"PROF",9,"26-30",189,19
"C3463",0,30,"M",756995.89,"PROF",18,"26-30",546,5
"C3464",0,54,"M",2329.49,"",10,">50",868,12
"C3465",0,47,"M",239669.55,"",20,"46-50",995,0
"C3466",0,31,"M",19245.92,"",8,"31-35",988,0
"C3467",0,42,"M",213575.04,"SELF-EMP",1,"41-45",146,24
"C3468",0,45,"M",16887.17,"",10,"41-45",296,28
"C3469",0,30,"M",192445.11,"SELF-EMP",11,"26-30",434,15
"C347",0,31,"M",20211.18,"SAL",37,"31-35",694,3
"C3470",0,32,"M",189253.56,"",16,"31-35",732,6
"C3471",0,28,"M",641121.15,"",15,"26-30",397,21
"C3472",0,44,"M",11454.04,"PROF",9,"41-45",580,6
"C3473",0,30,"M",395840.36,"",14,"26-30",379,16
"C3474",0,45,"M",99247.87,"",6,"41-45",427,28
"C3475",0,30,"M",425954.57,"",14,"26-30",420,31
"C3476",0,37,"M",105289.81,"",6,"36-40",968,15
"C3477",0,36,"M",27664.11,"",5,"36-40",674,13
"C3478",0,48,"M",2614.03,"",12,"46-50",569,29
"C3479",0,45,"M",45796.77,"",1,"41-45",668,21
"C348",0,44,"M",72969.68,"SELF-EMP",8,"41-45",155,24
"C3480",0,27,"M",542645.97,"SAL",2,"26-30",869,5
"C3481",0,31,"M",267819.44,"",13,"31-35",691,23
"C3482",0,43,"M",316182.5,"SAL",3,"41-45",269,6
"C3483",0,46,"M",30407.9,"",17,"46-50",780,28
"C3484",0,36,"M",88135.91,"",13,"36-40",699,7
"C3485",0,42,"M",371325.2,"",12,"41-45",743,15
"C3486",0,47,"M",11242.14,"",0,"46-50",444,23
"C3487",0,40,"M",391229.7,"",2,"36-40",542,28
"C3488",0,43,"M",67028.7,"",20,"41-45",109,1
"C3489",0,45,"M",449198.23,"",13,"41-45",623,28
"C349",0,54,"M",54833.18,"SAL",43,">50",111,12
"C3490",0,52,"M",302443.85,"",19,">50",809,28
"C3491",0,40,"M",258459.7,"",18,"36-40",165,8
"C3492",0,28,"M",108190.09,"PROF",12,"26-30",862,18
"C3493",0,21,"M",194895.19,"",10,"<25",145,18
"C3494",0,28,"M",488317.03,"",18,"26-30",970,18
"C3495",0,29,"M",39720.93,"PROF",4,"26-30",550,29
"C3496",0,42,"M",79465.62,"",6,"41-45",104,17
"C3497",0,51,"M",143425.61,"",19,">50",732,10
"C3498",0,55,"M",386917.26,"",11,">50",650,5
"C3499",0,32,"M",3570.72,"SELF-EMP",13,"31-35",222,27
"C35",0,42,"O",32834.81,"SAL",36,"41-45",446,8
"C350",0,29,"M",64576.12,"SAL",32,"26-30",328,24
"C3500",0,41,"M",49566.32,"",12,"41-45",472,1
"C3501",0,39,"M",15614.55,"",5,"36-40",683,19
"C3502",0,31,"M",9055.73,"",16,"31-35",858,29
"C3503",0,31,"M",23714.08,"",18,"31-35",159,8
"C3504",0,55,"M",89540.08,"PROF",4,">50",700,6
"C3505",0,27,"M",418430.69,"",0,"26-30",701,10
"C3506",0,45,"M",11533.36,"",7,"41-45",260,24
"C3507",0,33,"M",75039.05,"PROF",1,"31-35",496,5
"C3508",0,38,"M",622736.15,"",0,"36-40",694,7
"C3509",0,34,"M",160077.67,"",10,"31-35",916,16
"C351",0,41,"M",39638.99,"SELF-EMP",16,"41-45",193,24
"C3510",0,32,"M",117779.02,"PROF",5,"31-35",273,24
"C3511",0,43,"M",198466.56,"PROF",15,"41-45",506,27
"C3512",0,23,"M",160434.18,"",13,"<25",220,0
"C3513",0,29,"M",85765.22,"",8,"26-30",827,26
"C3514",0,45,"M",26031.28,"",4,"41-45",682,11
"C3515",0,35,"M",87854.56,"",7,"31-35",227,10
"C3516",0,25,"M",242949.07,"",3,"<25",605,25
"C3517",0,45,"M",465014.73,"",7,"41-45",112,21
"C3518",0,55,"M",210383.23,"PROF",20,">50",842,7
"C3519",0,55,"M",50220.95,"PROF",12,">50",380,25
"C352",0,43,"M",76223.49,"SELF-EMP",37,"41-45",726,6
"C3520",0,34,"M",26864.82,"PROF",6,"31-35",861,21
"C3521",0,31,"M",216687.85,"SELF-EMP",7,"31-35",317,0
"C3522",0,34,"M",412644.49,"",8,"31-35",792,3
"C3523",0,45,"M",318051.33,"",7,"41-45",604,9
"C3524",0,21,"M",201531.4,"",9,"<25",629,17
"C3525",0,27,"M",167177.79,"PROF",8,"26-30",386,23
"C3526",0,32,"M",323869.83,"SELF-EMP",3,"31-35",655,26
"C3527",0,27,"M",104437.85,"PROF",16,"26-30",660,24
"C3528",0,41,"M",89195.07,"",17,"41-45",513,10
"C3529",0,46,"M",17110.83,"",10,"46-50",294,24
"C353",0,42,"M",93055.07,"SELF-EMP",28,"41-45",312,10
"C3530",0,41,"M",250416.02,"",5,"41-45",628,20
"C3531",0,44,"M",151361.88,"",8,"41-45",750,5
"C3532",0,35,"M",11518.98,"PROF",15,"31-35",968,15
"C3533",0,52,"M",664961.15,"",2,">50",551,19
"C3534",0,32,"M",398429.76,"PROF",3,"31-35",268,13
"C3535",0,27,"M",10103.87,"SELF-EMP",10,"26-30",546,9
"C3536",0,42,"M",191086.17,"",6,"41-45",217,29
"C3537",0,41,"M",395837.96,"",12,"41-45",760,28
"C3538",0,26,"M",19948.82,"SAL",14,"26-30",775,3
"C3539",0,28,"M",43619.17,"",20,"26-30",463,15
"C354",0,53,"M",85212.36,"SELF-EMP",22,">50",447,13
"C3540",0,53,"M",79997.17,"SELF-EMP",6,">50",659,20
"C3541",0,55,"M",288067.82,"",7,">50",889,16
"C3542",0,34,"M",30637.84,"",2,"31-35",814,11
"C3543",0,31,"M",205922.07,"PROF",0,"31-35",521,25
"C3544",0,53,"M",35300.21,"",0,">50",882,11
"C3545",0,55,"M",359077.08,"",7,">50",628,0
"C3546",0,32,"M",516841.02,"PROF",15,"31-35",531,26
"C3547",0,34,"M",294699.74,"PROF",7,"31-35",703,16
"C3548",0,45,"M",30191.76,"SELF-EMP",6,"41-45",877,17
"C3549",0,50,"M",16679.52,"SELF-EMP",20,"46-50",616,0
"C355",0,42,"M",32212.45,"SELF-EMP",48,"41-45",581,21
"C3550",0,34,"M",121516.24,"SAL",10,"31-35",952,6
"C3551",0,44,"M",85507.96,"",8,"41-45",327,17
"C3552",0,53,"M",180393.2,"SELF-EMP",8,">50",646,31
"C3553",0,27,"M",132671.05,"SELF-EMP",9,"26-30",889,30
"C3554",0,36,"M",215255.74,"SELF-EMP",4,"36-40",211,22
"C3555",0,31,"M",88594.33,"",3,"31-35",321,20
"C3556",0,30,"M",385467.65,"PROF",18,"26-30",962,7
"C3557",0,28,"M",13450.61,"",8,"26-30",974,19
"C3558",0,41,"M",117012.84,"",16,"41-45",133,25
"C3559",0,36,"M",499952.49,"SELF-EMP",15,"36-40",906,16
"C356",0,42,"M",1416.77,"SELF-EMP",42,"41-45",138,28
"C3560",0,44,"M",55475.21,"SELF-EMP",9,"41-45",244,9
"C3561",0,38,"M",223579.74,"SELF-EMP",19,"36-40",585,13
"C3562",0,54,"M",370580.69,"SELF-EMP",12,">50",189,12
"C3563",0,35,"M",28821.6,"",20,"31-35",607,29
"C3564",0,46,"M",267494.89,"PROF",14,"46-50",661,4
"C3565",0,54,"M",257062.53,"PROF",16,">50",763,21
"C3566",0,32,"M",24724.14,"",18,"31-35",336,12
"C3567",0,51,"M",778.56,"",18,">50",686,28
"C3568",0,54,"M",441463.92,"PROF",14,">50",262,7
"C3569",0,38,"M",460365,"SELF-EMP",17,"36-40",649,9
"C357",1,37,"M",3193.83,"SELF-EMP",35,"36-40",943,1
"C3570",0,32,"M",346625.76,"PROF",7,"31-35",521,15
"C3571",0,36,"M",29950.82,"",10,"36-40",613,16
"C3572",0,28,"M",572765.31,"",13,"26-30",404,23
"C3573",0,47,"M",290342.06,"",10,"46-50",857,10
"C3574",0,35,"M",21695.37,"",11,"31-35",108,11
"C3575",0,33,"M",90644.1,"SELF-EMP",10,"31-35",245,29
"C3576",0,48,"M",384668.15,"",2,"46-50",656,8
"C3577",0,46,"M",25963.26,"PROF",5,"46-50",953,7
"C3578",0,38,"M",57971.88,"SELF-EMP",6,"36-40",732,25
"C3579",0,25,"M",11241.08,"",3,"<25",167,7
"C358",0,41,"M",1056.95,"SELF-EMP",49,"41-45",383,27
"C3580",0,26,"M",46242.17,"PROF",14,"26-30",719,25
"C3581",0,46,"M",65619.23,"",9,"46-50",262,28
"C3582",0,42,"M",19957.41,"",18,"41-45",283,10
"C3583",0,43,"M",65514.92,"SELF-EMP",3,"41-45",880,12
"C3584",0,38,"M",6167.26,"PROF",18,"36-40",532,25
"C3585",0,40,"M",216991.01,"",4,"36-40",466,13
"C3586",0,31,"M",81094.85,"",19,"31-35",935,23
"C3587",0,29,"M",3567.39,"",6,"26-30",117,9
"C3588",0,28,"M",4635.23,"",7,"26-30",995,1
"C3589",0,36,"M",72031.55,"PROF",9,"36-40",934,2
"C359",0,51,"M",3242.36,"SELF-EMP",0,">50",447,16
"C3590",0,27,"M",60894.82,"",7,"26-30",384,28
"C3591",0,38,"M",26198.23,"",4,"36-40",410,10
"C3592",0,38,"M",114543.09,"PROF",9,"36-40",588,3
"C3593",0,36,"M",388479.17,"SELF-EMP",1,"36-40",246,18
"C3594",0,47,"M",362966.11,"",7,"46-50",721,29
"C3595",0,30,"M",429408.88,"SELF-EMP",1,"26-30",125,27
"C3596",0,28,"M",93000.19,"SELF-EMP",7,"26-30",614,5
"C3597",0,55,"M",77338.24,"",4,">50",338,17
"C3598",0,52,"M",100128.03,"SELF-EMP",15,">50",111,7
"C3599",0,40,"M",61762.92,"SELF-EMP",15,"36-40",455,31
"C36",0,30,"O",148096.36,"PROF",33,"26-30",818,7
"C360",0,51,"M",14156.59,"SELF-EMP",43,">50",454,1
"C3600",0,33,"M",77933.8,"",0,"31-35",745,4
"C3601",0,52,"M",95000.75,"",18,">50",347,13
"C3602",0,53,"M",12723.94,"",1,">50",849,31
"C3603",0,54,"M",140508.22,"PROF",13,">50",315,2
"C3604",0,47,"M",89774.21,"",2,"46-50",854,2
"C3605",0,51,"M",8094.31,"SELF-EMP",15,">50",544,28
"C3606",0,53,"M",222224.93,"",11,">50",589,13
"C3607",0,42,"M",165564.91,"SELF-EMP",11,"41-45",557,29
"C3608",0,38,"M",233896.22,"",19,"36-40",871,17
"C3609",0,51,"M",10783.33,"",5,">50",355,22
"C361",0,39,"M",5375.83,"PROF",2,"36-40",210,13
"C3610",0,31,"M",10180.43,"",17,"31-35",977,31
"C3611",0,42,"M",81140.63,"",16,"41-45",497,10
"C3612",0,46,"M",34310.8,"SAL",17,"46-50",201,9
"C3613",0,35,"M",94152.82,"",7,"31-35",255,22
"C3614",0,42,"M",61341.8,"",9,"41-45",943,2
"C3615",0,46,"M",21293.7,"",4,"46-50",579,25
"C3616",0,37,"M",43777.52,"",18,"36-40",177,3
"C3617",0,30,"M",102914.13,"",15,"26-30",960,9
"C3618",0,31,"M",73876.55,"",9,"31-35",913,28
"C3619",0,28,"M",33202.17,"PROF",1,"26-30",154,20
"C362",1,47,"F",1182.32,"SELF-EMP",19,"46-50",954,0
"C3620",0,50,"M",240274.6,"PROF",8,"46-50",278,11
"C3621",0,31,"M",150104.8,"SELF-EMP",16,"31-35",310,5
"C3622",0,40,"M",180454.28,"",3,"36-40",344,5
"C3623",0,32,"M",87322.59,"PROF",13,"31-35",994,15
"C3624",0,53,"M",124430.45,"",14,">50",126,8
"C3625",0,49,"M",249728.46,"",1,"46-50",256,12
"C3626",0,26,"M",186508.26,"",9,"26-30",555,27
"C3627",0,52,"M",40940.23,"",19,">50",467,16
"C3628",0,42,"M",140078.64,"",4,"41-45",649,24
"C3629",0,51,"M",88566.64,"",1,">50",824,18
"C363",1,36,"F",5935.06,"SELF-EMP",12,"36-40",888,3
"C3630",0,53,"M",118887.48,"",12,">50",773,2
"C3631",0,37,"M",62342.81,"",7,"36-40",858,0
"C3632",0,52,"M",34035.44,"",2,">50",613,7
"C3633",0,43,"M",156311.5,"",10,"41-45",315,18
"C3634",0,27,"M",21923.82,"PROF",6,"26-30",427,11
"C3635",0,27,"M",408449.83,"",16,"26-30",667,30
"C3636",0,38,"M",92064.55,"SELF-EMP",9,"36-40",445,28
"C3637",0,34,"M",6673.38,"",10,"31-35",752,27
"C3638",0,51,"M",122049.95,"",0,">50",290,27
"C3639",0,31,"M",54377.54,"SAL",5,"31-35",586,4
"C364",1,43,"F",13389.08,"SELF-EMP",13,"41-45",897,8
"C3640",0,49,"M",38674.21,"PROF",10,"46-50",760,31
"C3641",0,23,"M",29348.28,"",14,"<25",363,16
"C3642",0,46,"M",96959.37,"PROF",20,"46-50",668,16
"C3643",0,25,"M",245897.37,"SELF-EMP",8,"<25",875,28
"C3644",0,33,"M",50864.12,"SELF-EMP",15,"31-35",769,21
"C3645",0,33,"M",228194.24,"PROF",1,"31-35",824,7
"C3646",0,32,"M",25952.54,"",1,"31-35",643,22
"C3647",0,46,"M",565140.85,"SELF-EMP",19,"46-50",195,5
"C3648",0,27,"M",164666.68,"",9,"26-30",769,26
"C3649",0,51,"M",380750.26,"",7,">50",421,16
"C365",1,37,"F",5588.28,"SELF-EMP",38,"36-40",996,6
"C3650",0,49,"M",313788.92,"SAL",11,"46-50",354,26
"C3651",0,50,"M",141947.11,"SELF-EMP",5,"46-50",601,1
"C3652",0,28,"M",7707.4,"SELF-EMP",10,"26-30",150,11
"C3653",0,50,"M",182806.72,"",18,"46-50",443,10
"C3654",0,25,"M",345283.11,"SELF-EMP",5,"<25",535,28
"C3655",0,37,"M",46661.73,"",10,"36-40",840,12
"C3656",0,29,"M",685301.43,"SELF-EMP",19,"26-30",832,24
"C3657",0,31,"M",59128.98,"",17,"31-35",812,23
"C3658",0,54,"M",238472.7,"",3,">50",108,24
"C3659",0,30,"M",334627.05,"SAL",6,"26-30",641,30
"C366",1,47,"F",7026.9,"SELF-EMP",27,"46-50",904,4
"C3660",0,36,"M",93833.23,"",5,"36-40",469,26
"C3661",0,52,"M",269792.05,"PROF",11,">50",324,19
"C3662",0,48,"M",41295.5,"",9,"46-50",585,12
"C3663",0,39,"M",58732.8,"",1,"36-40",695,11
"C3664",0,35,"M",154498.66,"",12,"31-35",153,17
"C3665",0,47,"M",163475.56,"",1,"46-50",724,16
"C3666",0,54,"M",50808.45,"",3,">50",626,20
"C3667",0,31,"M",5390.42,"PROF",8,"31-35",992,29
"C3668",0,40,"M",461379.84,"PROF",14,"36-40",189,9
"C3669",0,31,"M",151255.63,"PROF",8,"31-35",192,11
"C367",0,54,"M",13340.27,"SELF-EMP",12,">50",729,1
"C3670",0,48,"M",18072.91,"PROF",5,"46-50",691,6
"C3671",0,53,"M",100968.1,"PROF",11,">50",842,2
"C3672",0,54,"F",337234.07,"PROF",1,">50",119,6
"C3673",0,25,"F",350998.37,"",6,"<25",954,10
"C3674",0,40,"F",146635.14,"",10,"36-40",852,10
"C3675",0,52,"F",79153.8,"",20,">50",786,26
"C3676",0,30,"F",19235.89,"PROF",18,"26-30",525,18
"C3677",0,34,"F",36675.53,"PROF",8,"31-35",600,18
"C3678",0,49,"F",90290.04,"SELF-EMP",17,"46-50",510,26
"C3679",0,32,"F",220010.96,"SAL",1,"31-35",322,31
"C368",0,46,"M",5060.06,"SELF-EMP",35,"46-50",684,29
"C3680",0,45,"F",255974.21,"",10,"41-45",166,31
"C3681",0,45,"F",24049,"PROF",9,"41-45",139,5
"C3682",0,35,"F",308260.52,"",14,"31-35",977,25
"C3683",0,36,"F",76787.19,"SELF-EMP",8,"36-40",596,13
"C3684",0,30,"F",61643.56,"",8,"26-30",609,21
"C3685",0,46,"F",32184.03,"PROF",11,"46-50",346,15
"C3686",0,29,"F",25318.96,"PROF",11,"26-30",504,27
"C3687",0,28,"F",209917.27,"",14,"26-30",190,6
"C3688",0,42,"F",374469.61,"PROF",17,"41-45",456,3
"C3689",0,39,"F",201077.51,"",9,"36-40",124,22
"C369",0,53,"M",3001.23,"SELF-EMP",21,">50",721,9
"C3690",0,50,"F",225451.61,"SELF-EMP",20,"46-50",670,18
"C3691",0,44,"F",176817.8,"SELF-EMP",4,"41-45",376,10
"C3692",0,33,"F",20586.98,"PROF",6,"31-35",485,0
"C3693",0,33,"F",215516.93,"",11,"31-35",947,10
"C3694",0,45,"F",156200.27,"",18,"41-45",338,22
"C3695",0,28,"F",36017.65,"",2,"26-30",916,10
"C3696",0,37,"F",16605.15,"PROF",1,"36-40",433,25
"C3697",0,50,"F",19268.69,"",2,"46-50",301,12
"C3698",0,43,"F",331873.35,"",15,"41-45",954,19
"C3699",0,54,"F",148918.95,"",20,">50",689,10
"C37",0,39,"O",81890.14,"SAL",26,"36-40",726,31
"C370",0,35,"M",874.62,"SELF-EMP",22,"31-35",750,25
"C3700",0,47,"F",198062.39,"",11,"46-50",205,20
"C3701",0,31,"F",80982.56,"PROF",11,"31-35",239,15
"C3702",0,25,"F",488433.19,"PROF",11,"<25",172,12
"C3703",0,25,"F",141771.05,"",2,"<25",843,25
"C3704",0,53,"F",68248.98,"",4,">50",445,1
"C3705",0,34,"F",737561.86,"PROF",20,"31-35",939,27
"C3706",0,23,"F",580119.16,"",20,"<25",956,2
"C3707",0,53,"F",218912.43,"",18,">50",914,25
"C3708",0,43,"F",22333.65,"",5,"41-45",881,23
"C3709",0,51,"F",80351.7,"PROF",2,">50",742,9
"C371",0,53,"M",8748.64,"SELF-EMP",3,">50",942,0
"C3710",0,55,"F",67719.16,"",20,">50",668,25
"C3711",0,46,"F",307417.39,"PROF",3,"46-50",401,4
"C3712",0,28,"F",194037.82,"",0,"26-30",758,8
"C3713",0,40,"F",253455.1,"",8,"36-40",625,30
"C3714",0,41,"F",107458.68,"",5,"41-45",134,6
"C3715",0,50,"F",488793.48,"SELF-EMP",19,"46-50",907,24
